"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "plat", "", "conserve de cerises", "CERISES"
"objectName", "plat", "", "conserve de cornichons", "CORNICHONS"
"objectName", "plat", "", "conserve de haricots", "HARICOTS"
"objectName", "plat", "", "conserve de pois", "POIS"
"objectName", "ustensile", "", "agitateur", "agitateur"
"objectName", "ingrédient", "éparco", "ail", "ail"
"objectName", "", "", "", "artichauts"
"objectName", "produit", "végétal", "asperge", "asperges"
"objectName", "produit", "végétal", "asperge", "asperges"
"objectName", "produit", "végétal", "asperge", "asperges"
"objectName", "ingrédient", "éparco", "assaisonnement", "assaisonnement"
"objectName", "ingrédient", "éparco", "assaisonnement", "assaisonnement"
"objectName", "ustensile", "", "baratte", "baratte"
"objectName", "ustensile", "", "baratte", "baratte"
"objectName", "ingrédient", "produit_laitier", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "produit", "animal", "beurre", "beurre"
"objectName", "ustensile", "", "bouteile", "bouteille"
"objectName", "ustensile", "", "bouteille", "bouteille"
"objectName", "ustensile", "", "bouteille", "bouteilles"
"objectName", "ustensile", "", "bouteille", "bouteilles"
"objectName", "", "", "", "bulbe"
"objectName", "", "", "", "cassis"
"objectName", "", "", "", "cerfeuil"
"objectName", "ingrédient", "fruit", "cerise", "cerises"
"objectName", "ustensile", "", "chaudière", "chaudière"
"objectName", "ustensile", "", "chaudron", "chaudron"
"objectName", "ustensile", "", "chaudron", "chaudron non étamé"
"objectName", "", "", "conserves", "chicorée"
"objectName", "ustensile", "", "chiffon", "chiffons"
"objectName", "produit", "végétal", "chou", "choux"
"objectName", "", "", "", "conserves"
"objectName", "plat", "", "conserve de cerises", "conserves de cerises"
"objectName", "", "", "conserves", "cornichons"
"objectName", "ingrédient", "légume", "cornichon", "cornichons"
"objectName", "ingrédient", "végétal", "cornichon", "cornichons"
"objectName", "plat", "", "conserves", "cornichons"
"objectName", "ingrédient", "produit_laitier", "crème", "crème"
"objectName", "ingrédient", "", "eau", "eau"
"objectName", "ingrédient", "", "eau", "eau"
"objectName", "ustensile", "", "eau", "eau"
"objectName", "ustensile", "", "eau", "eau"
"objectName", "ingrédient", "éparco", "estrago", "estragon"
"objectName", "", "", "", "fermière"
"objectName", "", "", "", "festins"
"objectName", "ustensile", "", "feu", "feu"
"objectName", "ustensile", "", "feu", "feu"
"objectName", "ustensile", "", "foin", "foin"
"objectName", "", "", "", "fraises"
"objectName", "", "", "", "framboises"
"objectName", "ingrédient", "fruit", "cerise", "fruits"
"objectName", "produit", "végétal", "fruit", "fruits"
"objectName", "", "", "conserves", "fruits divers"
"objectName", "", "", "", "graines"
"objectName", "", "", "", "groseilles"
"objectName", "plat", "", "conserves", "haricots"
"objectName", "", "", "conserves", "haricots verts"
"objectName", "ingrédient", "produit_laitier", "lait", "lait frais"
"objectName", "ustensile", "", "linge", "linge blanc de lessive"
"objectName", "", "", "", "légume"
"objectName", "", "", "", "légumes"
"objectName", "", "", "", "légumes"
"objectName", "produit", "végétal", "légume", "légumes"
"objectName", "", "", "", "maturité"
"objectName", "plat", "", "met", "mets"
"objectName", "produit", "animal", "mouton", "moutons"
"objectName", "ingrédient", "légume", "navet", "navets"
"objectName", "ingrédient", "légume", "navet", "navets"
"objectName", "produit", "", "", "nourriture"
