"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "plat", "", "confiture de fraises", "CONFITURES DE FRAISES"
"objectName", "produit", "fruit", "fraise", "Fraises"
"objectName", "produit", "fruit", "fraise", "caperons"
"objectName", "plat", "", "confiture de fraises", "confitures"
"objectName", "plat", "", "confiture de fraises", "confitures"
"objectName", "plat", "", "confiture de fraises", "confitures de fraises"
"objectName", "plat", "", "confiture de fraises", "confitures de fraises"
"objectName", "plat", "", "confiture de fraises", "confitures de fraises"
"objectName", "plat", "", "dessert", "dessert"
"objectName", "ustensile", "", "eau", "eau"
"objectName", "ustensile", "", "eau", "eau fraîche"
"objectName", "ingrédient", "", "eau-de-vie", "eau-de-vie"
"objectName", "ustensile", "", "papier", "fort papier"
"objectName", "ingrédient", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises"
"objectName", "produit", "fruit", "fraise", "fraises de jardin"
"objectName", "produit", "fruit", "fraise", "fraises des bois"
"objectName", "produit", "fruit", "fraisier", "fraisier"
"objectName", "produit", "fruit", "fraise", "fruit"
"objectName", "ustensile", "", "panier", "panier"
"objectName", "ustensile", "", "panier", "panier"
"objectName", "ustensile", "", "panier", "panier"
"objectName", "ustensile", "", "panier", "paniers"
"objectName", "ustensile", "", "papier", "papier imbibé d’eau-de-vie"
"objectName", "ustensile", "", "pot", "pots"
"objectName", "ustensile", "", "pot", "pots"
"objectName", "ingrédient", "éparco", "sucre", "sucre"
"objectName", "ingrédient", "éparco", "sucre", "sucre"
