"Section", "Type", "Subtype", "Key", "Object"
"récit", "produit", "légume", "chou de Bruxelles", "Chou de Bruxelles"
"récit", "produit", "légume", "plante potagère", "Plante potagère"
"récit", "", "", "", "betteraves"
"récit", "produit", "légume", "betterave", "betteraves"
"récit", "produit", "légume", "betterave", "betteraves"
"récit", "produit", "légume", "betterave", "betteraves"
"récit", "produit", "légume", "betterave", "betteraves"
"récit", "produit", "légume", "betterave", "betteraves"
"récit", "produit", "légume", "chou", "chou"
"récit", "produit", "légume", "chou de Bruxelles", "chou de Bruxelles"
"récit", "produit", "légume", "chou de Bruxelles", "choux"
"récit", "produit", "légume", "chou de Bruxelles", "choux de Bruxelles"
"récit", "produit", "", "culture", "cultures"
"récit", "produit", "légume", "légume", "légume"
"récit", "produit", "", "plant", "plants"
"questionnaire", "produit", "légume", "chou de Bruxelles", "chou de Bruxelles"
"composition", "", "", "", "LAPIN"
"composition", "", "", "", "lapin"
"composition", "", "", "", "lapin de garenne"
"composition", "", "", "", "lapins"
"sciences_naturelles", "", "", "", "BETTERAVE"
"sciences_naturelles", "", "", "", "betterave"
"sciences_naturelles", "", "", "", "betterave"
"sciences_naturelles", "", "", "", "betterave fourragère"
"sciences_naturelles", "", "", "", "betterave potagère"
"sciences_naturelles", "", "", "", "betterave à sucre"
"sciences_naturelles", "", "", "", "betteraves"
"sciences_naturelles", "", "", "", "jardins"
"sciences_naturelles", "", "", "", "nourriture"
"sciences_naturelles", "", "", "", "plante"
"sciences_naturelles", "", "", "", "salade"
"économie_domestique", "ustensile", "", "lit de cendre", " lit de cendres"
"économie_domestique", "mets", "", "pommes de terre à la vapeur", "A LA VAPEUR"
"économie_domestique", "mets", "", "pommes de terreà l'étuvée ", "POMMES DE TERRE A L’ÉTUVÉE"
"économie_domestique", "mets", "", "pommes de terre frites", "POMMES DE TERRE FRITES"
"économie_domestique", "mets", "", "purée de pommes de terre", "PURÉE DE POMMES DE TERRE"
"économie_domestique", "mets", "", "ragoût de mouton aux pommes de terre", "RAGOÛT DE MOUTON AUX POMMES DE TERRE"
"économie_domestique", "ustensile", "", "beurre", "beurre"
"économie_domestique", "ingrédient", "laitier", "beurre", "beurre frais"
"économie_domestique", "ingrédient", "éparco", "beurre", "beurre frais"
"économie_domestique", "ingrédient", "éparco", "persil", "bouquet de persil"
"économie_domestique", "ustensile", "", "casserole", "casserole"
"économie_domestique", "ustensile", "", "casserole", "casserole"
"économie_domestique", "ustensile", "", "casserole", "casserole"
"économie_domestique", "ingrédient", "carné", "collet de mouton", "collet de mouton"
"économie_domestique", "ustensile", "", "corbeille", "corbeille"
"économie_domestique", "ustensile", "", "couvercle", "couvercle"
"économie_domestique", "ustensile", "", "cylindre", "cylindre"
"économie_domestique", "ingrédient", "", "eau", "eau"
"économie_domestique", "ingrédient", "féculent", "farine", "farine"
"économie_domestique", "ustensile", "", "feu", "feu modéré"
"économie_domestique", "ustensile", "", "friture", "friture"
"économie_domestique", "ustensile", "", "friture", "friture"
"économie_domestique", "ingrédient", "animal", "graisse", "graisse"
"économie_domestique", "ustensile", "", "graisse", "graisse"
"économie_domestique", "ustensile", "", "huile", "huile"
"économie_domestique", "ingrédient", "laitier", "lait", "lait"
"économie_domestique", "ustensile", "", "marmite", "marmite"
"économie_domestique", "ingrédient", "carné", "collet de mouton", "morceaux"
"économie_domestique", "ingrédient", "légume", "oignon", "oignons moyens"
"économie_domestique", "ustensile", "", "passoire", "passoire"
"économie_domestique", "ustensile", "", "mets", "plat"
"économie_domestique", "mets", "", "pommes de terre à l'étuvée", "plat de pommes de terre à l'étuvée"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "ingrédient", "légume", "pomme de terre", "pommes de terre"
"économie_domestique", "ingrédient", "légume", "pomme de terre", "pommes de terre"
"économie_domestique", "ingrédient", "légume", "pomme de terre", "pommes de terre"
"économie_domestique", "mets", "", "pommes de terre à l'étuvée", "pommes de terre"
"économie_domestique", "ingrédient", "légume", "pomme de terre", "pommes de terre "
"économie_domestique", "mets", "", "pommes de terre frites", "pommes de terre frites"
"économie_domestique", "mets", "", "pommes de terre frites", "pommes de terre frites"
"économie_domestique", "mets", "", "purée de pommes de terre", "purée de pommes de terre"
"économie_domestique", "mets", "", "ragoût de mouton aux pommes de terre", "ragoût de mouton aux pommes de terre"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel fin"
"économie_domestique", "ustensile", "", "vase", "vase"
"calcul", "ustensile", "", "charbon", "charbon"
"calcul", "ingrédient", "animal", "graisse", "graisse"
"calcul", "ingrédient", "carné", "mouton", "mouton"
"calcul", "ingrédient", "légume", "pomme de terre", "pommes de terre"
"calcul", "mets", "", "", "ragoût de mouton aux pommes de terre>ragoût de mouton aux pommes de terre"
