"Section", "Type", "Subtype", "Key", "Object"
"récit", "produit", "carné", "porc", "Cochon"
"récit", "produit", "carné", "porc", "Cochon de lait"
"récit", "produit", "fruit", "gland", "Glandée>"
"récit", "ustensile", "", "broche", "broche"
"récit", "", "", "", "cochon"
"récit", "produit", "carné", "porc", "cochon"
"récit", "mets", "", "porc", "cochon de lait rôti"
"récit", "produit", "carné", "porc", "cochons"
"récit", "produit", "carné", "porc", "cochons"
"récit", "produit", "carné", "porc", "cochons"
"récit", "produit", "carné", "porc", "cochons de lait"
"récit", "produit", "carné", "porc", "cochons de lait"
"récit", "ustensile", "", "four", "four"
"récit", "produit", "fruit", "gland", "glands"
"récit", "produit", "fruit", "gland", "glandée"
"récit", "mets", "", "porc", "peau"
"récit", "produit", "carné", "porc", "porcs"
"récit", "mets", "", "rôti de porc", "rôti"
"récit", "ustensile", "", "rôtissoire", "rôtissoire"
"récit", "ustensile", "", "tournebroche", "tournebroche"
"récit", "produit", "animal", "", "truie"
"questionnaire", "mets", "", "porc", "chair"
"questionnaire", "produit", "carné", "porc", "cochons"
"questionnaire", "mets", "", "porc", "cochons rôtis"
"morale", "", "", "", "aliments"
"morale", "mets", "", "aliment", "aliments"
"morale", "", "", "", "assiette"
"morale", "", "", "", "estomac"
"morale", "", "", "", "friandises"
"morale", "", "", "", "gourmand"
"morale", "", "", "", "gourmands"
"morale", "", "", "", "jardins fruitiers"
"morale", "", "", "", "mets"
"morale", "", "", "", "paniers"
"morale", "", "", "", "repas"
"morale", "", "", "", "siège"
"économie_domestique", "mets", "", "boudin", "BOUDIN"
"économie_domestique", "mets", "", "jambon", "JAMBON"
"économie_domestique", "mets", "", "saucisse", "SAUCISSES"
"économie_domestique", "mets", "", "porc salé", "VIANDE DE PORC"
"économie_domestique", "mets", "", "", "aliments"
"économie_domestique", "mets", "", "aliment", "aliments"
"économie_domestique", "mets", "", "andouille", "andouilles"
"économie_domestique", "mets", "", "boudin", "boudin"
"économie_domestique", "mets", "", "boudin", "boudin"
"économie_domestique", "mets", "", "boudin", "boudin"
"économie_domestique", "produit", "carné", "boudin", "boudin"
"économie_domestique", "mets", "", "boudin", "boudins"
"économie_domestique", "ingrédient", "carné", "boyau de porc", "boyaux"
"économie_domestique", "ingrédient", "carné", "boyau de porc", "boyaux de porc"
"économie_domestique", "ustensile", "", "brosse", "brosse douce de chiendent"
"économie_domestique", "ustensile", "", "caillou", "cailloux"
"économie_domestique", "ustensile", "", "casserole", "casserole"
"économie_domestique", "mets", "", "cervelas", "cervelas"
"économie_domestique", "ingrédient", "carné", "porc", "chair"
"économie_domestique", "ingrédient", "carné", "porc", "chair"
"économie_domestique", "produit", "carné", "", "charcuterie"
"économie_domestique", "produit", "carné", "charcuterie", "charcuterie"
"économie_domestique", "ustensile", "", "cheminée", "cheminée"
"économie_domestique", "ingrédient", "laitier", "crème", "crème"
"économie_domestique", "ustensile", "", "eau", "eau"
"économie_domestique", "ustensile", "", "eau", "eau"
